Classification,Year,Period,Period.Desc.,Aggregate.Level,Is.Leaf.Code,Trade.Flow.Code,Trade.Flow,Reporter.Code,Reporter,Reporter.ISO,Partner.Code,Partner,Partner.ISO,X2nd.Partner.Code,X2nd.Partner,X2nd.Partner.ISO,Customs.Proc..Code,Customs,Mode.of.Transport.Code,Mode.of.Transport,Commodity.Code,Commodity,Qty.Unit.Code,Qty.Unit,Qty,Alt.Qty.Unit.Code,Alt.Qty.Unit,Alt.Qty,Netweight..kg.,Gross.weight..kg.,Trade.Value.(US$),CIF.Trade.Value..US..,FOB.Trade.Value..US..,Flag
H5,2017,2017,2017,0,0,1,Import,8,Albania,ALB,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,5293901931,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,8,Albania,ALB,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,2301340965,NA,NA,0
H5,2017,2017,2017,0,0,1,Import,12,Algeria,DZA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,46053015989,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,12,Algeria,DZA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,35191117416,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,20,Andorra,AND,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1478292965,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,20,Andorra,AND,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,117965611,NA,NA,4
H5,2017,2017,2017,0,0,4,Re-Import,20,Andorra,AND,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,450004,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,36,Australia,AUS,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,2.29E+11,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,36,Australia,AUS,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,2.30E+11,NA,NA,4
H5,2017,2017,2017,0,0,4,Re-Import,36,Australia,AUS,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,666480561,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,40,Austria,AUT,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1.66E+11,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,40,Austria,AUT,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1.60E+11,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,48,Bahrain,BHR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,17390888016,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,48,Bahrain,BHR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,12485359226,NA,NA,4
H5,2017,2017,2017,0,0,3,Re-Export,48,Bahrain,BHR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1397083453,NA,NA,0
H5,2017,2017,2017,0,0,4,Re-Import,48,Bahrain,BHR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,9729918,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,51,Armenia,ARM,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,3893454903,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,51,Armenia,ARM,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,2144962969,NA,NA,4
H5,2017,2017,2017,0,0,3,Re-Export,51,Armenia,ARM,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,140385223,NA,NA,0
H5,2017,2017,2017,0,0,4,Re-Import,51,Armenia,ARM,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1180242,NA,NA,0
H5,2017,2017,2017,0,0,1,Import,56,Belgium,BEL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,3.06E+11,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,56,Belgium,BEL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,2.97E+11,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,60,Bermuda,BMU,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,1078213784,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,60,Bermuda,BMU,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,11742165,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,9367587902,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,68,Bolivia (Plurinational State of),BOL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,8367078520,NA,NA,4
H5,2017,2017,2017,0,0,3,Re-Export,68,Bolivia (Plurinational State of),BOL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,142666845,NA,NA,0
H5,2017,2017,2017,0,0,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,10474058771,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,70,Bosnia Herzegovina,BIH,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,6367922271,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,76,Brazil,BRA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,1.51E+11,NA,NA,0
H5,2017,2017,2017,0,0,2,Export,76,Brazil,BRA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,2.18E+11,NA,NA,4
H5,2017,2017,2017,0,0,4,Re-Import,76,Brazil,BRA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,134010238,NA,NA,0
H5,2017,2017,2017,0,0,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,3084533899,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,96,Brunei Darussalam,BRN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,5570575213,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,100,Bulgaria,BGR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,34263590069,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,100,Bulgaria,BGR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,31588418276,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,104,Myanmar,MMR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,19253455102,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,104,Myanmar,MMR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,13878764485,NA,NA,4
H5,2017,2017,2017,0,0,3,Re-Export,104,Myanmar,MMR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,74383530,NA,NA,0
H5,2017,2017,2017,0,0,4,Re-Import,104,Myanmar,MMR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,316562,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,112,Belarus,BLR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,34234849200,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,112,Belarus,BLR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,29239993900,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,116,Cambodia,KHM,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,14283414116,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,116,Cambodia,KHM,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,11278127964,NA,NA,4
H5,2017,2017,2017,0,0,4,Re-Import,116,Cambodia,KHM,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,29814300,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,124,Canada,CAN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,4.33E+11,NA,NA,0
H5,2017,2017,2017,0,0,2,Export,124,Canada,CAN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,4.20E+11,NA,NA,4
H5,2017,2017,2017,0,0,3,Re-Export,124,Canada,CAN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,34904348702,NA,NA,0
H5,2017,2017,2017,0,0,4,Re-Import,124,Canada,CAN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,3107452511,NA,NA,0
H5,2017,2017,2017,0,0,1,Import,144,Sri Lanka,LKA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,21316199950,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,144,Sri Lanka,LKA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,11741036786,NA,NA,4
H5,2017,2017,2017,0,0,3,Re-Export,144,Sri Lanka,LKA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,328997744,NA,NA,0
H5,2017,2017,2017,0,0,4,Re-Import,144,Sri Lanka,LKA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,5343,NA,NA,0
H5,2017,2017,2017,0,0,1,Import,152,Chile,CHL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,65257275661,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,152,Chile,CHL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,68858401595,NA,NA,4
H5,2017,2017,2017,0,0,4,Re-Import,152,Chile,CHL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,13404108,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,156,China,CHN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,1.84E+12,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,156,China,CHN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,2.26E+12,NA,NA,4
H5,2017,2017,2017,0,0,4,Re-Import,156,China,CHN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1.32E+11,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,170,Colombia,COL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,46050188812,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,170,Colombia,COL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,37766321060,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,188,Costa Rica,CRI,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,16352350364,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,188,Costa Rica,CRI,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,11296640428,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,191,Croatia,HRV,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,24512646924,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,191,Croatia,HRV,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,15732485216,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,196,Cyprus,CYP,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,9310362788,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,196,Cyprus,CYP,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,3360808639,NA,NA,4
H5,2017,2017,2017,0,0,3,Re-Export,196,Cyprus,CYP,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1961323859,NA,NA,0
H5,2017,2017,2017,0,0,1,Import,203,Czechia,CZE,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,1.63E+11,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,203,Czechia,CZE,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,1.82E+11,NA,NA,4
H5,2017,2017,2017,0,0,4,Re-Import,203,Czechia,CZE,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,9446,NA,NA,0
H5,2017,2017,2017,0,0,1,Import,208,Denmark,DNK,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,92117788022,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,208,Denmark,DNK,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1.01E+11,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,214,Dominican Rep.,DOM,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,19524253471,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,214,Dominican Rep.,DOM,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,8855644902,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,218,Ecuador,ECU,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,19844243617,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,218,Ecuador,ECU,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,19092352242,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,222,El Salvador,SLV,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,10571509382,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,222,El Salvador,SLV,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,5760015207,NA,NA,4
H5,2017,2017,2017,0,0,4,Re-Import,222,El Salvador,SLV,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,7843217,NA,NA,0
H5,2017,2017,2017,0,0,1,Import,233,Estonia,EST,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,17372913325,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,233,Estonia,EST,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,15387735462,NA,NA,4
H5,2017,2017,2017,0,0,4,Re-Import,233,Estonia,EST,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,16526931,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,242,Fiji,FJI,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,2419936788,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,242,Fiji,FJI,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,955613495,NA,NA,4
H5,2017,2017,2017,0,0,3,Re-Export,242,Fiji,FJI,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,380277139,NA,NA,0
H5,2017,2017,2017,0,0,4,Re-Import,242,Fiji,FJI,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1956505,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,246,Finland,FIN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,70100319875,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,246,Finland,FIN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,67280640848,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,251,France,FRA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,6.13E+11,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,251,France,FRA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,5.23E+11,NA,NA,4
H5,2017,2017,2017,0,0,4,Re-Import,251,France,FRA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,5441400651,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,276,Germany,DEU,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1.17E+12,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,276,Germany,DEU,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1.45E+12,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,300,Greece,GRC,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,55300597553,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,300,Greece,GRC,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,32154816405,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,304,Greenland,GRL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,760311974,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,304,Greenland,GRL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,595837190,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,320,Guatemala,GTM,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,18377914375,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,320,Guatemala,GTM,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,11011391397,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,340,Honduras,HND,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,8612241191,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,340,Honduras,HND,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,4970144395,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,5.89E+11,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,5.50E+11,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,348,Hungary,HUN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,1.04E+11,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,348,Hungary,HUN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,1.13E+11,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,352,Iceland,ISL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,6970762505,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,352,Iceland,ISL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,4882605885,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,360,Indonesia,IDN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1.57E+11,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,360,Indonesia,IDN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1.69E+11,NA,NA,4
H5,2017,2017,2017,0,0,4,Re-Import,360,Indonesia,IDN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,18140723,NA,NA,0
H5,2017,2017,2017,0,0,1,Import,364,Iran,IRN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,51612276867,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,364,Iran,IRN,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1.06E+11,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,372,Ireland,IRL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,88828357456,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,372,Ireland,IRL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,1.38E+11,NA,NA,4
H5,2017,2017,2017,0,0,4,Re-Import,372,Ireland,IRL,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,55997242,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,376,Israel,ISR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,69115976000,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,376,Israel,ISR,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,NA,NA,61150141000,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,381,Italy,ITA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,4.54E+11,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,381,Italy,ITA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,5.07E+11,NA,NA,4
H5,2017,2017,2017,0,0,3,Re-Export,381,Italy,ITA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,15426808654,NA,NA,0
H5,2017,2017,2017,0,0,4,Re-Import,381,Italy,ITA,0,World,WLD,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,0,NA,NA,NA,0,NA,5098741110,NA,NA,0
